diagnostics_step,diagnostics_source,task_id,game_id,task_type,student_model_version,run_id,task_success,turn_count,first_turn,last_turn,student_entropy_mean,teacher_entropy_mean,student_entropy_slope_per_turn,teacher_entropy_slope_per_turn,teacher_entropy_initial,teacher_entropy_final,teacher_entropy_min,teacher_entropy_max,teacher_entropy_peak_turn,teacher_entropy_last5_minus_first5,teacher_entropy_turns5to9_minus_turns0to4,teacher_entropy_max_positive_jump,teacher_entropy_cumulative
1,train,train/pick_two_obj_and_place-CellPhone-None-Bed-309/trial_T20190910_144311_654244/game.tw-pddl,train/pick_two_obj_and_place-CellPhone-None-Bed-309/trial_T20190910_144311_654244/game.tw-pddl,pick_two_obj_and_place,1,888cdfe5dc0444d3b30b6776442f1436,False,30,0,29,0.1918817267095685,0.2665751698271663,-0.0014708331081006837,0.004532007842998453,0.15291150293399808,0.35758312452291857,0.11781154775682114,0.5392826478610987,27,0.15850661099433572,0.08464748388115972,0.3039563940569871,7.997255094814988
1,train,train/pick_two_obj_and_place-KeyChain-None-Shelf-207/trial_T20190909_131732_113671/game.tw-pddl,train/pick_two_obj_and_place-KeyChain-None-Shelf-207/trial_T20190909_131732_113671/game.tw-pddl,pick_two_obj_and_place,1,4a48f07d794f49d7b77a52c859adf261,False,30,0,29,0.16777385275735607,0.2728576308641016,-0.0017475607955406002,0.003525645283790053,0.29356546453289173,0.3338679440263659,0.17269269169876145,0.3978681364434358,15,0.05886888869825363,-0.03813877464604215,0.1729227811621758,8.185728925923048
1,train,train/pick_two_obj_and_place-PepperShaker-None-DiningTable-19/trial_T20190919_024225_570009/game.tw-pddl,train/pick_two_obj_and_place-PepperShaker-None-DiningTable-19/trial_T20190919_024225_570009/game.tw-pddl,pick_two_obj_and_place,1,f096cf36671742938933bee2928eacc4,False,30,0,29,0.181210716135011,0.3141412476197679,-0.001917932210972821,0.004581994343127916,0.26731846568608747,0.41526496683359376,0.05723518259922951,0.5094722736527698,25,0.151918773674925,0.038341286328794855,0.23754455719508405,9.424237428593038
2,train,train/look_at_obj_in_light-Box-None-DeskLamp-225/trial_T20190908_140219_482769/game.tw-pddl,train/look_at_obj_in_light-Box-None-DeskLamp-225/trial_T20190908_140219_482769/game.tw-pddl,look_at_obj_in_light,2,9212bac0a19c4ffebd62af3a9781b1b4,False,30,0,29,0.2350334502573254,0.4407845011180098,0.0005670162881245189,0.006965778127735238,0.17958967754875244,0.5376413036822256,0.17958967754875244,0.5880421717109161,27,0.1771636104811124,0.09900600433220119,0.2735175700118987,13.223535033540294
2,train,train/look_at_obj_in_light-Pencil-None-DeskLamp-304/trial_T20190908_235326_884738/game.tw-pddl,train/look_at_obj_in_light-Pencil-None-DeskLamp-304/trial_T20190908_235326_884738/game.tw-pddl,look_at_obj_in_light,2,283d590cb743425b819b56b82f654a05,False,30,0,29,0.21721215628018467,0.3867484681994201,-0.0008573246549046758,0.0060141386131883495,0.10688137974137013,0.3685046291339674,0.10688137974137013,0.6059166264653176,20,0.11159249756885492,0.0047017669144508445,0.43199536706909614,11.602454045982602
2,train,train/pick_and_place_simple-AlarmClock-None-Desk-318/trial_T20190910_021620_491490/game.tw-pddl,train/pick_and_place_simple-AlarmClock-None-Desk-318/trial_T20190910_021620_491490/game.tw-pddl,pick_and_place_simple,2,26e6a1344e3941be9ea53f124c5066f0,False,30,0,29,0.20777510704485666,0.3048456617749132,-0.0008025447049925601,0.004165970912256393,0.19748302696003195,0.45394153362342826,0.17395903531265902,0.49029823404832656,26,0.11220048275600547,0.05611950992085568,0.2240054613937671,9.145369853247395
2,train,train/pick_and_place_simple-Box-None-ArmChair-212/trial_T20190908_032818_426471/game.tw-pddl,train/pick_and_place_simple-Box-None-ArmChair-212/trial_T20190908_032818_426471/game.tw-pddl,pick_and_place_simple,2,e22dad2594144d5ea076cbcf67b56064,False,30,0,29,0.22509612261738995,0.3338708730846796,-0.002268149327693954,0.0033465459659941204,0.20549966012360033,0.19440096748516345,0.0799460285533538,1.146481085465916,13,0.0524006701473943,0.02903485660272176,1.0665350569125622,10.016126192540389
2,train,train/pick_and_place_simple-CD-None-Dresser-318/trial_T20190907_190322_270194/game.tw-pddl,train/pick_and_place_simple-CD-None-Dresser-318/trial_T20190907_190322_270194/game.tw-pddl,pick_and_place_simple,2,4b86c0c617a84bd0a8a0080843e52bbb,False,30,0,29,0.20169208120471271,0.32277280393670554,0.0013730100711539935,0.009369312610052215,0.2620214235407314,0.27793720432534025,0.10245415139428944,0.6055034838358404,22,0.20219267561521212,-0.037491313677493476,0.1992293624301522,9.683184118101167
2,train,train/pick_and_place_simple-KeyChain-None-Sofa-228/trial_T20190908_122649_115988/game.tw-pddl,train/pick_and_place_simple-KeyChain-None-Sofa-228/trial_T20190908_122649_115988/game.tw-pddl,pick_and_place_simple,2,6d30d4f54f7c466cbb415e1415137d23,False,30,0,29,0.17111131024853457,0.29958552216511525,0.0019816648969415026,0.007634942689565622,0.1316283580165507,0.4423783296791255,0.1316283580165507,0.5866363386703255,22,0.18878812430158562,0.08772475675683025,0.2208748804593837,8.987565664953458
2,train,train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190910_103501_338463/game.tw-pddl,train/pick_and_place_simple-Pen-None-Desk-310/trial_T20190910_103501_338463/game.tw-pddl,pick_and_place_simple,2,6a74e0805cdf4da49966927b8cdf56a9,False,30,0,29,0.2304466117020147,0.28050279678650897,0.004513814608395961,0.00499758487060594,0.17860567501091534,0.3389525441810252,0.15992388774323504,0.40266021567250637,19,0.13104165230191428,0.04280115275110691,0.15358104798598474,8.415083903595269
2,train,train/pick_and_place_simple-RemoteControl-None-Sofa-216/trial_T20190909_150104_459554/game.tw-pddl,train/pick_and_place_simple-RemoteControl-None-Sofa-216/trial_T20190909_150104_459554/game.tw-pddl,pick_and_place_simple,2,40468da248ee4a26b229d9b567ff4b74,False,30,0,29,0.18407956716406615,0.3116427060648482,0.00017281861762426752,0.005594156598798014,0.15311743982546766,0.47638004853376914,0.08475894147723345,0.47638004853376914,29,0.16978298861472355,0.0832944620259766,0.18005148249190062,9.349281181945445
2,train,train/pick_and_place_simple-SoapBottle-None-CounterTop-428/trial_T20190909_114314_276834/game.tw-pddl,train/pick_and_place_simple-SoapBottle-None-CounterTop-428/trial_T20190909_114314_276834/game.tw-pddl,pick_and_place_simple,2,f5a1f68afe4d4cceaec0d6827d0f7faf,False,30,0,29,0.1680038326664757,0.22096640851325508,-0.0010166235819857724,0.0016642131020919262,0.19186504381863356,0.24750043885108355,0.0738343495227729,0.4243872073348502,17,-0.003035487944038101,-0.020461341545257916,0.26378658878841493,6.628992255397653
2,train,train/pick_clean_then_place_in_recep-SoapBar-None-Shelf-429/trial_T20190909_045206_464190/game.tw-pddl,train/pick_clean_then_place_in_recep-SoapBar-None-Shelf-429/trial_T20190909_045206_464190/game.tw-pddl,pick_clean_then_place_in_recep,2,673f56dd235e479f9fead6ba3d881f94,False,30,0,29,0.18079341169005755,0.2903407931557154,0.0002672032503028504,0.0009040957956966822,0.16052174340973174,0.29869582345582973,0.16052174340973174,0.5094699140027384,1,0.03746237771691602,-0.008796505470663907,0.3489481705930067,8.710223794671462
2,train,train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-2/trial_T20190907_044106_781028/game.tw-pddl,train/pick_cool_then_place_in_recep-Mug-None-CoffeeMachine-2/trial_T20190907_044106_781028/game.tw-pddl,pick_cool_then_place_in_recep,2,e8943ce935884a0785b86b062b3c0a17,False,30,0,29,0.20516019422927498,0.3217772925137439,0.0009199367042327934,0.009139523688858519,0.13128785882992192,0.43604284513969116,0.13128785882992192,0.5620694451098395,23,0.22653319902028513,0.07756487632684028,0.17340255167194735,9.653318775412316
2,train,train/pick_cool_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190906_205552_575275/game.tw-pddl,train/pick_cool_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190906_205552_575275/game.tw-pddl,pick_cool_then_place_in_recep,2,2eff0f9f50144418b8436f8a31c35670,False,30,0,29,0.2098374524497272,0.30982823642579815,0.0023751890871209335,0.007997790280740165,0.17968034319651296,0.4790832818014337,0.08802065028592064,0.4884602041212499,28,0.16677300028021919,-0.018247832783497037,0.25049792852324393,9.294847092773944
2,train,train/pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180117_721981/game.tw-pddl,train/pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180117_721981/game.tw-pddl,pick_heat_then_place_in_recep,2,f5b40277800a4d11a24b23b70381871c,False,30,0,29,0.18065200250076688,0.3057301540557808,-0.0011109167282380952,0.0066518022892920435,0.11496757294977548,0.4095412630156962,0.10942562336252776,0.5590272642276193,25,0.23550892709538707,0.09557429943839674,0.21661934278362469,9.171904621673423
2,train,train/pick_two_obj_and_place-Cup-None-Microwave-22/trial_T20190907_205445_957867/game.tw-pddl,train/pick_two_obj_and_place-Cup-None-Microwave-22/trial_T20190907_205445_957867/game.tw-pddl,pick_two_obj_and_place,2,7ebbd28378964729bbac2af126fabc1b,False,30,0,29,0.18542387554971124,0.30785812038319893,-0.0009934453673126405,0.006056286398196621,0.14328873952091395,0.30471868945539066,0.08924618991314522,0.4529967733690674,19,0.18427189482658624,0.12047384633772396,0.21397675128127602,9.235743611495968
2,train,train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-408/trial_T20190909_033220_609500/game.tw-pddl,train/pick_two_obj_and_place-SprayBottle-None-GarbageCan-408/trial_T20190909_033220_609500/game.tw-pddl,pick_two_obj_and_place,2,5870c72d5934418598eade970254f578,False,30,0,29,0.18023167844978177,0.25493367501640496,-0.0010734049084844001,0.001818670045793482,0.168876274089658,0.3507681557792438,0.10345572634233617,0.41014197966923777,19,-0.013844285939670103,-0.043587191460672636,0.2300833487302828,7.648010250492149
2,train,train/pick_two_obj_and_place-Vase-None-CoffeeTable-214/trial_T20190910_173303_364989/game.tw-pddl,train/pick_two_obj_and_place-Vase-None-CoffeeTable-214/trial_T20190910_173303_364989/game.tw-pddl,pick_two_obj_and_place,2,79c0edc6154e4a6586ae53ffb7454b19,False,30,0,29,0.14842279826266164,0.19735747106602122,-0.0018897010576997106,0.0015592345940200149,0.1478926940781598,0.3417744817305469,0.059659339763934,0.35060063062160196,9,0.05292233641569663,0.031976240916204324,0.19399110323183932,5.920724131980637
3,train,train/look_at_obj_in_light-AlarmClock-None-DeskLamp-318/trial_T20190906_180832_250182/game.tw-pddl,train/look_at_obj_in_light-AlarmClock-None-DeskLamp-318/trial_T20190906_180832_250182/game.tw-pddl,look_at_obj_in_light,3,2f05b1d329ae41a5a6a4cb8c35981164,False,30,0,29,0.216709672107499,0.3537052250100522,0.001122664236463676,0.00860806767075259,0.09975959538385097,0.4359607128420478,0.07928563536703465,0.6152720987447936,26,0.24533178667733885,0.0900803928281863,0.40850590200424053,10.611156750301566
3,train,train/look_at_obj_in_light-Pen-None-DeskLamp-316/trial_T20190908_061814_700195/game.tw-pddl,train/look_at_obj_in_light-Pen-None-DeskLamp-316/trial_T20190908_061814_700195/game.tw-pddl,look_at_obj_in_light,3,09b9b0ff83374123ad690deb26d0ae4d,False,30,0,29,0.21141437349386422,0.3556791745935085,-0.0009124073208006922,0.0070150122186571975,0.22744631938394597,0.3181305118934707,0.171648374063281,0.5605822531885678,26,0.18663165285413078,0.10257069246678038,0.16153243848898952,10.670375237805255
3,train,train/pick_and_place_simple-Candle-None-Toilet-402/trial_T20190909_150110_676215/game.tw-pddl,train/pick_and_place_simple-Candle-None-Toilet-402/trial_T20190909_150110_676215/game.tw-pddl,pick_and_place_simple,3,a31ad634979347b3ad2da5a90386c1f0,True,15,0,14,0.153693501672278,0.1780035049638147,-0.005163644247753597,-0.006865380661853965,0.15853009413654134,0.07341801555840065,0.03954857114727252,0.2955068255206637,10,-0.04925547236117775,-0.0021077596605622584,0.11950676962109191,2.6700525744572206
3,train,train/pick_and_place_simple-CellPhone-None-Safe-302/trial_T20190908_122757_136508/game.tw-pddl,train/pick_and_place_simple-CellPhone-None-Safe-302/trial_T20190908_122757_136508/game.tw-pddl,pick_and_place_simple,3,4ce540af77304e8598c54d86e0a2984a,False,30,0,29,0.1753549477247188,0.29534859264865204,-0.0002781552750344846,0.0059597604002520465,0.13321424550607483,0.36325313798818115,0.13321424550607483,0.44127574938461345,28,0.16819171492213061,0.12050384310991932,0.19854609700559703,8.860457779459562
3,train,train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-407/trial_T20190909_081822_309167/game.tw-pddl,train/pick_and_place_simple-ToiletPaper-None-ToiletPaperHanger-407/trial_T20190909_081822_309167/game.tw-pddl,pick_and_place_simple,3,a58cfeb344964da3aca5de9a848f7cac,False,30,0,29,0.1754150809817797,0.26205679430155365,-6.466596460498884e-05,0.0036396010782759505,0.23973876041981448,0.36755310126632346,0.10049122826624993,0.3737338822700084,21,0.06460434966960948,-0.037400047138001796,0.17419169997594522,7.8617038290466095
3,train,train/pick_clean_then_place_in_recep-Bowl-None-Fridge-21/trial_T20190909_014304_341923/game.tw-pddl,train/pick_clean_then_place_in_recep-Bowl-None-Fridge-21/trial_T20190909_014304_341923/game.tw-pddl,pick_clean_then_place_in_recep,3,6a560d33b5324394ba583cb9743c209a,False,30,0,29,0.1853804744694316,0.24150174444570124,0.0005995501865629332,0.0030570243839376948,0.12274134994940761,0.2904194928121504,0.07114578363854411,0.41335682102352417,16,0.10343450175470975,0.09724927258500302,0.17579910382097744,7.245052333371038
3,train,train/pick_clean_then_place_in_recep-DishSponge-None-Shelf-20/trial_T20190907_222429_992578/game.tw-pddl,train/pick_clean_then_place_in_recep-DishSponge-None-Shelf-20/trial_T20190907_222429_992578/game.tw-pddl,pick_clean_then_place_in_recep,3,0db22b149a574d24b84a435e4ea27a0e,False,30,0,29,0.19786279118080558,0.35531432123943435,0.0012560078392423804,0.00757927621549994,0.09895885631407259,0.4784844296000617,0.07136902920638158,0.5087738199026715,28,0.226455492720982,0.16705169130460398,0.1985262745635472,10.659429637183031
3,train,train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203221_946933/game.tw-pddl,train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203221_946933/game.tw-pddl,pick_clean_then_place_in_recep,3,453ab41ad7004cf39f57d6c27478ff0a,False,30,0,29,0.23751896653050006,0.32837543920814466,0.0003891130776467855,0.007336355895110125,0.14841286683533164,0.28643450517051955,0.1158401900431782,0.500841345779645,27,0.23034191542737134,0.18036601755201606,0.26551075758241716,9.85126317624434
3,train,train/pick_clean_then_place_in_recep-Knife-None-Drawer-2/trial_T20190909_141638_451891/game.tw-pddl,train/pick_clean_then_place_in_recep-Knife-None-Drawer-2/trial_T20190909_141638_451891/game.tw-pddl,pick_clean_then_place_in_recep,3,2754f36591e2442c8f68a21f2e593fae,False,30,0,29,0.2054932422591381,0.3526691235488659,0.0008109998765849243,0.008643241560906319,0.09931611811118046,0.4766595990511043,0.09931611811118046,0.5929296145970019,23,0.20059095393837323,0.08073540767357512,0.2647503212766462,10.580073706465978
3,train,train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429/trial_T20190909_015333_203352/game.tw-pddl,train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-429/trial_T20190909_015333_203352/game.tw-pddl,pick_clean_then_place_in_recep,3,33024cb3ed0b4aca8200900c84fe5051,False,30,0,29,0.18386092713256422,0.3078301545252334,0.00015124061502989948,0.005599554801640293,0.10823714907843852,0.3176724948886788,0.10823714907843852,0.5700701234195112,26,0.17704255311738837,0.10968950329502908,0.2486771794054416,9.234904635757001
3,train,train/pick_cool_then_place_in_recep-WineBottle-None-GarbageCan-17/trial_T20190907_144031_217697/game.tw-pddl,train/pick_cool_then_place_in_recep-WineBottle-None-GarbageCan-17/trial_T20190907_144031_217697/game.tw-pddl,pick_cool_then_place_in_recep,3,7b018d2c3b6b4d7b8413ec42bd4ad037,False,30,0,29,0.1819976522201036,0.3100359522346669,-0.0006685778127852541,0.004991742962051765,0.1440608104148047,0.19479646520975347,0.12730085367048385,0.5386054590173733,23,0.10301701768855515,0.001913529978146894,0.2603167163364245,9.301078567040006
3,train,train/pick_heat_then_place_in_recep-Mug-None-SideTable-3/trial_T20190908_231821_066769/game.tw-pddl,train/pick_heat_then_place_in_recep-Mug-None-SideTable-3/trial_T20190908_231821_066769/game.tw-pddl,pick_heat_then_place_in_recep,3,6f660d4d02cc4d5585a9b2c3d374d2e9,False,30,0,29,0.1900760917958278,0.2744657649748981,0.002213917423774884,0.0037990183830673755,0.15891759349811552,0.38099155997776785,0.12829859373132313,0.4506197865482025,22,0.11517254460536752,0.06675443831736688,0.1697046826735537,8.233972949246944
3,train,train/pick_heat_then_place_in_recep-Plate-None-CounterTop-13/trial_T20190909_100939_867117/game.tw-pddl,train/pick_heat_then_place_in_recep-Plate-None-CounterTop-13/trial_T20190909_100939_867117/game.tw-pddl,pick_heat_then_place_in_recep,3,b4345bc6c24045e99cd11c83a0035e76,False,30,0,29,0.17438394921526273,0.32430182560354187,0.0005300871266991017,0.007767053088007786,0.18806129735883015,0.51235027753334,0.09716434948654142,0.5179320281560911,27,0.22240320905442917,0.009327391495321857,0.22601527544753147,9.729054768106256
3,train,train/pick_heat_then_place_in_recep-Plate-None-Fridge-13/trial_T20190907_035716_975895/game.tw-pddl,train/pick_heat_then_place_in_recep-Plate-None-Fridge-13/trial_T20190907_035716_975895/game.tw-pddl,pick_heat_then_place_in_recep,3,1944a10c210844e29691d13535c31207,False,30,0,29,0.19579604085076255,0.31030904563660044,0.0010229777063170955,0.006644406103311951,0.18323357539511606,0.44793915698856535,0.13167386133282538,0.6173541015558976,17,0.12431483914439934,0.0037949172038871937,0.22291346008148621,9.309271369098013
3,train,train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-14/trial_T20190909_114102_376957/game.tw-pddl,train/pick_heat_then_place_in_recep-Potato-None-GarbageCan-14/trial_T20190909_114102_376957/game.tw-pddl,pick_heat_then_place_in_recep,3,2153c52cf35c47778f424688799c6f3c,False,30,0,29,0.1949692259295134,0.321123309069074,0.002254828227377691,0.009190415415483653,0.11142677984218617,0.37106034375318336,0.11142677984218617,0.5032527184695766,17,0.2367932365865825,0.1293944828789557,0.12260042503458485,9.633699272072219
3,train,train/pick_two_obj_and_place-Tomato-None-CounterTop-19/trial_T20190907_144603_396680/game.tw-pddl,train/pick_two_obj_and_place-Tomato-None-CounterTop-19/trial_T20190907_144603_396680/game.tw-pddl,pick_two_obj_and_place,3,ba90abac83ef48c3beae02ef498f32de,False,30,0,29,0.20088777876039327,0.3404682043120469,-0.00160198238731638,0.005753126275685214,0.16402845807857983,0.5461361513320445,0.13576772745730523,0.5461361513320445,29,0.1563689123090139,-0.03398700333868321,0.24748290672318932,10.214046129361407
4,train,train/look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053/game.tw-pddl,train/look_at_obj_in_light-Pen-None-DeskLamp-305/trial_T20190907_115849_734053/game.tw-pddl,look_at_obj_in_light,4,a5f5f1f9845740348fb413912f580ea4,False,30,0,29,0.18661123128108578,0.3084325158312839,0.001480550757529412,0.008113977884499121,0.062141428725912884,0.4986976923877037,0.062141428725912884,0.5023190660555,20,0.2153476345268255,0.11949674539017366,0.3059227947713189,9.252975474938516
4,train,train/look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201338_131288/game.tw-pddl,train/look_at_obj_in_light-TissueBox-None-DeskLamp-328/trial_T20190907_201338_131288/game.tw-pddl,look_at_obj_in_light,4,773b771cb13646a1894ee3bb2f965d99,False,30,0,29,0.16256750235213993,0.2780370685498095,-0.00025677114272931625,0.0020184546396932223,0.26980786568818843,0.3365692545999358,0.11079077895302827,0.45475954094066556,8,0.060368897599814564,0.09061389122172359,0.19127019562661532,8.341112056494284
4,train,train/pick_and_place_simple-Book-None-Bed-306/trial_T20190907_125249_700188/game.tw-pddl,train/pick_and_place_simple-Book-None-Bed-306/trial_T20190907_125249_700188/game.tw-pddl,pick_and_place_simple,4,db02add5d928473da4037cf276ff8742,True,17,0,16,0.1630101076590494,0.22756076715969997,-0.004911335573422101,-0.005161362511530347,0.21654825795402258,0.0680663618247408,0.0680663618247408,0.36520182004253143,11,-0.058931206717712264,0.02614999503118498,0.13094422314928778,3.8685330417148993
